current_week_ending,visit_type,respiratory_category,demographic_group,percent
2024-11-02,Admissions,Ili,White Non-Hispanic,0.01
2024-11-02,Admissions,Influenza,00_04,0.01
2024-11-02,Admissions,Influenza,05_17,0.015
2024-11-02,Admissions,Influenza,45_64,0.01
2024-11-02,Admissions,Influenza,65+,0.01
2024-11-02,Admissions,Influenza,All,0.01
2024-11-02,Admissions,Influenza,Asian Non-Hispanic,0.01
2024-11-02,Admissions,Influenza,Black Non-Hispanic,0.01
2024-11-02,Admissions,Influenza,Hispanic Or Latino,0.01
2024-11-02,Admissions,Influenza,Other Race/Ethnicity,0.01
2024-11-02,Admissions,Influenza,Unknown Race/Ethnicity,0.01
2024-11-02,Admissions,Rsv,00_04,0.033999999999999996
2024-11-02,Admissions,Rsv,05_17,0.02666666666666667
2024-11-02,Admissions,Rsv,All,0.01
2024-11-02,Admissions,Rsv,Asian Non-Hispanic,0.02
2024-11-02,Admissions,Rsv,Black Non-Hispanic,0.01
2024-11-02,Admissions,Rsv,Hispanic Or Latino,0.015
2024-11-02,Admissions,Rsv,Other Race/Ethnicity,0.015
2024-11-02,Admissions,Rsv,Unknown Race/Ethnicity,0.015
2024-11-02,Admissions,Rsv,White Non-Hispanic,0.01
2024-11-02,Ed Visits,Broad Acute Respiratory,00_04,0.348
2024-11-02,Ed Visits,Broad Acute Respiratory,05_17,0.181
2024-11-02,Ed Visits,Broad Acute Respiratory,18_44,0.074
2024-11-02,Ed Visits,Broad Acute Respiratory,45_64,0.076
2024-11-02,Ed Visits,Broad Acute Respiratory,65+,0.096
2024-11-02,Ed Visits,Broad Acute Respiratory,Age Unknown,0.20333333333333334
2024-11-02,Ed Visits,Broad Acute Respiratory,All,0.11100000000000002
2024-11-02,Ed Visits,Broad Acute Respiratory,Asian Non-Hispanic,0.126
2024-11-02,Ed Visits,Broad Acute Respiratory,Black Non-Hispanic,0.11000000000000001
2024-11-02,Ed Visits,Broad Acute Respiratory,Hispanic Or Latino,0.13399999999999998
2024-11-02,Ed Visits,Broad Acute Respiratory,Other Race/Ethnicity,0.11699999999999999
2024-11-02,Ed Visits,Broad Acute Respiratory,Unknown Race/Ethnicity,0.081
2024-11-02,Ed Visits,Broad Acute Respiratory,White Non-Hispanic,0.097
2024-11-02,Ed Visits,Covid-19,00_04,0.016
2024-11-02,Ed Visits,Covid-19,05_17,0.0175
2024-11-02,Ed Visits,Covid-19,18_44,0.0225
2024-11-02,Ed Visits,Covid-19,45_64,0.0275
2024-11-02,Ed Visits,Covid-19,65+,0.032
2024-11-02,Ed Visits,Covid-19,All,0.025
2024-11-02,Ed Visits,Covid-19,Asian Non-Hispanic,0.037500000000000006
2024-11-02,Ed Visits,Covid-19,Black Non-Hispanic,0.0225
2024-11-02,Ed Visits,Covid-19,Hispanic Or Latino,0.030000000000000002
2024-11-02,Ed Visits,Covid-19,Other Race/Ethnicity,0.025
2024-11-02,Ed Visits,Covid-19,Unknown Race/Ethnicity,0.018
2024-11-02,Ed Visits,Covid-19,White Non-Hispanic,0.024
2024-11-02,Ed Visits,Ili,00_04,0.067
2024-11-02,Ed Visits,Ili,05_17,0.039
2024-11-02,Ed Visits,Ili,18_44,0.012
2024-11-02,Ed Visits,Ili,45_64,0.01
2024-11-02,Ed Visits,Ili,65+,0.01
2024-11-02,Ed Visits,Ili,All,0.018
2024-11-02,Ed Visits,Ili,Asian Non-Hispanic,0.016
2024-11-02,Ed Visits,Ili,Black Non-Hispanic,0.017
2024-11-02,Ed Visits,Ili,Hispanic Or Latino,0.027000000000000003
2024-11-02,Ed Visits,Ili,Other Race/Ethnicity,0.015555555555555557
2024-11-02,Ed Visits,Ili,Unknown Race/Ethnicity,0.016666666666666666
2024-11-02,Ed Visits,Ili,White Non-Hispanic,0.011
2024-11-02,Ed Visits,Influenza,00_04,0.02
2024-11-02,Ed Visits,Influenza,05_17,0.034999999999999996
2024-11-02,Ed Visits,Influenza,18_44,0.01
2024-11-02,Ed Visits,Influenza,65+,0.01
2024-11-02,Ed Visits,Influenza,All,0.02
2024-11-02,Ed Visits,Influenza,Asian Non-Hispanic,0.015
2024-11-02,Ed Visits,Influenza,Black Non-Hispanic,0.01
2024-11-02,Ed Visits,Influenza,Hispanic Or Latino,0.02
2024-11-02,Ed Visits,Influenza,Other Race/Ethnicity,0.02
2024-11-02,Ed Visits,Influenza,Unknown Race/Ethnicity,0.01
2024-11-02,Ed Visits,Influenza,White Non-Hispanic,0.01
2024-11-02,Ed Visits,Rsv,00_04,0.03666666666666667
2024-11-02,Ed Visits,Rsv,05_17,0.015
2024-11-02,Ed Visits,Rsv,All,0.01
2024-11-02,Ed Visits,Rsv,Asian Non-Hispanic,0.02
2024-11-02,Ed Visits,Rsv,Black Non-Hispanic,0.01
2024-11-02,Ed Visits,Rsv,Hispanic Or Latino,0.015
2024-11-02,Ed Visits,Rsv,Other Race/Ethnicity,0.01
2024-11-02,Ed Visits,Rsv,Unknown Race/Ethnicity,0.01
2024-11-02,Ed Visits,Rsv,White Non-Hispanic,0.01
2024-11-02,Outpatient Visits,Ili,All,0.023
2024-11-09,Admissions,Broad Acute Respiratory,00_04,0.125
2024-11-09,Admissions,Broad Acute Respiratory,05_17,0.225
2024-11-09,Admissions,Broad Acute Respiratory,18_44,0.07833333333333332
2024-11-09,Admissions,Broad Acute Respiratory,45_64,0.17333333333333334
2024-11-09,Admissions,Broad Acute Respiratory,65+,0.21
2024-11-09,Admissions,Broad Acute Respiratory,Age Unknown,0.33
2024-11-09,Admissions,Broad Acute Respiratory,All,0.15666666666666668
2024-11-09,Admissions,Broad Acute Respiratory,Asian Non-Hispanic,0.12333333333333334
2024-11-09,Admissions,Broad Acute Respiratory,Black Non-Hispanic,0.17
2024-11-09,Admissions,Broad Acute Respiratory,Hispanic Or Latino,0.15666666666666665
2024-11-09,Admissions,Broad Acute Respiratory,Other Race/Ethnicity,0.14666666666666667
2024-11-09,Admissions,Broad Acute Respiratory,Unknown Race/Ethnicity,0.12166666666666666
2024-11-09,Admissions,Broad Acute Respiratory,White Non-Hispanic,0.145
2024-11-09,Admissions,Covid-19,00_04,0.01
2024-11-09,Admissions,Covid-19,05_17,0.018
2024-11-09,Admissions,Covid-19,18_44,0.0325
2024-11-09,Admissions,Covid-19,45_64,0.0625
2024-11-09,Admissions,Covid-19,65+,0.06
2024-11-09,Admissions,Covid-19,All,0.049999999999999996
2024-11-09,Admissions,Covid-19,Asian Non-Hispanic,0.03
2024-11-09,Admissions,Covid-19,Black Non-Hispanic,0.038
2024-11-09,Admissions,Covid-19,Hispanic Or Latino,0.062
2024-11-09,Admissions,Covid-19,Other Race/Ethnicity,0.0525
2024-11-09,Admissions,Covid-19,Unknown Race/Ethnicity,0.04
2024-11-09,Admissions,Covid-19,White Non-Hispanic,0.045
2024-11-09,Admissions,Ili,00_04,0.015
2024-11-09,Admissions,Ili,05_17,0.013333333333333334
2024-11-09,Admissions,Ili,18_44,0.01
2024-11-09,Admissions,Ili,45_64,0.01
2024-11-09,Admissions,Ili,65+,0.01
2024-11-09,Admissions,Ili,All,0.01
2024-11-09,Admissions,Ili,Asian Non-Hispanic,0.01
2024-11-09,Admissions,Ili,Black Non-Hispanic,0.01
2024-11-09,Admissions,Ili,Hispanic Or Latino,0.013333333333333334
2024-11-09,Admissions,Ili,Other Race/Ethnicity,0.01
2024-11-09,Admissions,Ili,Unknown Race/Ethnicity,0.01
2024-11-09,Admissions,Ili,White Non-Hispanic,0.01
2024-11-09,Admissions,Influenza,00_04,0.01
2024-11-09,Admissions,Influenza,05_17,0.030000000000000002
2024-11-09,Admissions,Influenza,18_44,0.01
2024-11-09,Admissions,Influenza,65+,0.01
2024-11-09,Admissions,Influenza,All,0.01
2024-11-09,Admissions,Influenza,Asian Non-Hispanic,0.01
2024-11-09,Admissions,Influenza,Black Non-Hispanic,0.01
2024-11-09,Admissions,Influenza,Hispanic Or Latino,0.01
2024-11-09,Admissions,Influenza,Other Race/Ethnicity,0.01
2024-11-09,Admissions,Influenza,Unknown Race/Ethnicity,0.01
2024-11-09,Admissions,Rsv,00_04,0.04
2024-11-09,Admissions,Rsv,05_17,0.01
2024-11-09,Admissions,Rsv,All,0.01
2024-11-09,Admissions,Rsv,Asian Non-Hispanic,0.013333333333333334
2024-11-09,Admissions,Rsv,Black Non-Hispanic,0.01
2024-11-09,Admissions,Rsv,Hispanic Or Latino,0.015
2024-11-09,Admissions,Rsv,Other Race/Ethnicity,0.01
2024-11-09,Admissions,Rsv,Unknown Race/Ethnicity,0.015
2024-11-09,Admissions,Rsv,White Non-Hispanic,0.01
2024-11-09,Ed Visits,Broad Acute Respiratory,00_04,0.365
2024-11-09,Ed Visits,Broad Acute Respiratory,05_17,0.195
2024-11-09,Ed Visits,Broad Acute Respiratory,18_44,0.08
2024-11-09,Ed Visits,Broad Acute Respiratory,45_64,0.082
2024-11-09,Ed Visits,Broad Acute Respiratory,65+,0.10400000000000001
2024-11-09,Ed Visits,Broad Acute Respiratory,Age Unknown,0.105
2024-11-09,Ed Visits,Broad Acute Respiratory,All,0.119
2024-11-09,Ed Visits,Broad Acute Respiratory,Asian Non-Hispanic,0.129
2024-11-09,Ed Visits,Broad Acute Respiratory,Black Non-Hispanic,0.12
2024-11-09,Ed Visits,Broad Acute Respiratory,Hispanic Or Latino,0.142
2024-11-09,Ed Visits,Broad Acute Respiratory,Other Race/Ethnicity,0.129
2024-11-09,Ed Visits,Broad Acute Respiratory,Unknown Race/Ethnicity,0.089
2024-11-09,Ed Visits,Broad Acute Respiratory,White Non-Hispanic,0.10400000000000001
2024-11-09,Ed Visits,Covid-19,00_04,0.02
2024-11-09,Ed Visits,Covid-19,05_17,0.025
2024-11-09,Ed Visits,Covid-19,18_44,0.025
2024-11-09,Ed Visits,Covid-19,45_64,0.035
2024-11-09,Ed Visits,Covid-19,65+,0.044
2024-11-09,Ed Visits,Covid-19,All,0.030000000000000002
2024-11-09,Ed Visits,Covid-19,Asian Non-Hispanic,0.0375
2024-11-09,Ed Visits,Covid-19,Black Non-Hispanic,0.025
2024-11-09,Ed Visits,Covid-19,Hispanic Or Latino,0.04
2024-11-09,Ed Visits,Covid-19,Other Race/Ethnicity,0.04
2024-11-09,Ed Visits,Covid-19,Unknown Race/Ethnicity,0.03
2024-11-09,Ed Visits,Covid-19,White Non-Hispanic,0.0375
2024-11-09,Ed Visits,Ili,00_04,0.072
2024-11-09,Ed Visits,Ili,05_17,0.039
2024-11-09,Ed Visits,Ili,18_44,0.013000000000000001
2024-11-09,Ed Visits,Ili,45_64,0.011111111111111112
2024-11-09,Ed Visits,Ili,65+,0.01
2024-11-09,Ed Visits,Ili,All,0.019
2024-11-09,Ed Visits,Ili,Asian Non-Hispanic,0.018
2024-11-09,Ed Visits,Ili,Black Non-Hispanic,0.02
2024-11-09,Ed Visits,Ili,Hispanic Or Latino,0.026000000000000002
2024-11-09,Ed Visits,Ili,Other Race/Ethnicity,0.02
2024-11-09,Ed Visits,Ili,Unknown Race/Ethnicity,0.017
2024-11-09,Ed Visits,Ili,White Non-Hispanic,0.013000000000000001
2024-11-09,Ed Visits,Influenza,00_04,0.023333333333333334
2024-11-09,Ed Visits,Influenza,05_17,0.060000000000000005
2024-11-09,Ed Visits,Influenza,18_44,0.015
2024-11-09,Ed Visits,Influenza,45_64,0.01
2024-11-09,Ed Visits,Influenza,65+,0.01
2024-11-09,Ed Visits,Influenza,All,0.02
2024-11-09,Ed Visits,Influenza,Asian Non-Hispanic,0.02
2024-11-09,Ed Visits,Influenza,Black Non-Hispanic,0.02
2024-11-09,Ed Visits,Influenza,Hispanic Or Latino,0.030000000000000002
2024-11-09,Ed Visits,Influenza,Other Race/Ethnicity,0.0125
2024-11-09,Ed Visits,Influenza,Unknown Race/Ethnicity,0.02
2024-11-09,Ed Visits,Influenza,White Non-Hispanic,0.02
2024-11-09,Ed Visits,Rsv,00_04,0.03428571428571429
2024-11-09,Ed Visits,Rsv,05_17,0.01
2024-11-09,Ed Visits,Rsv,All,0.01
2024-11-09,Ed Visits,Rsv,Asian Non-Hispanic,0.016666666666666666
2024-11-09,Ed Visits,Rsv,Black Non-Hispanic,0.01
2024-11-09,Ed Visits,Rsv,Hispanic Or Latino,0.015
2024-11-09,Ed Visits,Rsv,Other Race/Ethnicity,0.01
2024-11-09,Ed Visits,Rsv,Unknown Race/Ethnicity,0.01
2024-11-09,Ed Visits,Rsv,White Non-Hispanic,0.01
2024-11-09,Outpatient Visits,Ili,All,0.025
2024-11-16,Admissions,Broad Acute Respiratory,00_04,0.125
2024-11-16,Admissions,Broad Acute Respiratory,05_17,0.18999999999999997
2024-11-16,Admissions,Broad Acute Respiratory,18_44,0.08
2024-11-16,Admissions,Broad Acute Respiratory,45_64,0.18000000000000002
2024-11-16,Admissions,Broad Acute Respiratory,65+,0.225
2024-11-16,Admissions,Broad Acute Respiratory,All,0.165
2024-11-16,Admissions,Broad Acute Respiratory,Asian Non-Hispanic,0.12
2024-11-16,Admissions,Broad Acute Respiratory,Black Non-Hispanic,0.17333333333333334
2024-11-16,Admissions,Broad Acute Respiratory,Hispanic Or Latino,0.17
2024-11-16,Admissions,Broad Acute Respiratory,Other Race/Ethnicity,0.15
2024-11-16,Admissions,Broad Acute Respiratory,Unknown Race/Ethnicity,0.12833333333333333
2024-11-16,Admissions,Broad Acute Respiratory,White Non-Hispanic,0.155
2024-11-16,Admissions,Covid-19,00_04,0.01
2024-11-16,Admissions,Covid-19,05_17,0.01
2024-11-16,Admissions,Covid-19,18_44,0.04
2024-11-16,Admissions,Covid-19,45_64,0.0725
2024-11-16,Admissions,Covid-19,65+,0.072
2024-11-16,Admissions,Covid-19,All,0.052000000000000005
2024-11-16,Admissions,Covid-19,Asian Non-Hispanic,0.04
2024-11-16,Admissions,Covid-19,Black Non-Hispanic,0.046
2024-11-16,Admissions,Covid-19,Hispanic Or Latino,0.085
2024-11-16,Admissions,Covid-19,Other Race/Ethnicity,0.065
2024-11-16,Admissions,Covid-19,Unknown Race/Ethnicity,0.060000000000000005
2024-11-16,Admissions,Covid-19,White Non-Hispanic,0.052000000000000005
2024-11-16,Admissions,Ili,00_04,0.013333333333333334
2024-11-16,Admissions,Ili,05_17,0.014000000000000002
2024-11-16,Admissions,Ili,18_44,0.01
2024-11-16,Admissions,Ili,45_64,0.01
2024-11-16,Admissions,Ili,65+,0.01
2024-11-16,Admissions,Ili,All,0.01
2024-11-16,Admissions,Ili,Asian Non-Hispanic,0.01
2024-11-16,Admissions,Ili,Black Non-Hispanic,0.01
2024-11-16,Admissions,Ili,Hispanic Or Latino,0.01
2024-11-16,Admissions,Ili,Other Race/Ethnicity,0.015
2024-11-16,Admissions,Ili,Unknown Race/Ethnicity,0.01
2024-11-16,Admissions,Ili,White Non-Hispanic,0.01
2024-11-16,Admissions,Influenza,00_04,0.01
2024-11-16,Admissions,Influenza,05_17,0.0275
2024-11-16,Admissions,Influenza,18_44,0.01
2024-11-16,Admissions,Influenza,45_64,0.015
2024-11-16,Admissions,Influenza,65+,0.02
2024-11-16,Admissions,Influenza,All,0.02
2024-11-16,Admissions,Influenza,Asian Non-Hispanic,0.01
2024-11-16,Admissions,Influenza,Black Non-Hispanic,0.02
2024-11-16,Admissions,Influenza,Hispanic Or Latino,0.02
2024-11-16,Admissions,Influenza,Unknown Race/Ethnicity,0.01
2024-11-16,Admissions,Influenza,White Non-Hispanic,0.01
2024-11-16,Admissions,Rsv,00_04,0.04
2024-11-16,Admissions,Rsv,05_17,0.02
2024-11-16,Admissions,Rsv,All,0.01
2024-11-16,Admissions,Rsv,Asian Non-Hispanic,0.01
2024-11-16,Admissions,Rsv,Black Non-Hispanic,0.01
2024-11-16,Admissions,Rsv,Hispanic Or Latino,0.01
2024-11-16,Admissions,Rsv,Other Race/Ethnicity,0.015
2024-11-16,Admissions,Rsv,Unknown Race/Ethnicity,0.013333333333333334
2024-11-16,Admissions,Rsv,White Non-Hispanic,0.01
2024-11-16,Ed Visits,Broad Acute Respiratory,00_04,0.376
2024-11-16,Ed Visits,Broad Acute Respiratory,05_17,0.202
2024-11-16,Ed Visits,Broad Acute Respiratory,18_44,0.08600000000000001
2024-11-16,Ed Visits,Broad Acute Respiratory,45_64,0.087
2024-11-16,Ed Visits,Broad Acute Respiratory,65+,0.11300000000000002
2024-11-16,Ed Visits,Broad Acute Respiratory,Age Unknown,0.03
2024-11-16,Ed Visits,Broad Acute Respiratory,All,0.129
2024-11-16,Ed Visits,Broad Acute Respiratory,Asian Non-Hispanic,0.128
2024-11-16,Ed Visits,Broad Acute Respiratory,Black Non-Hispanic,0.127
2024-11-16,Ed Visits,Broad Acute Respiratory,Hispanic Or Latino,0.153
2024-11-16,Ed Visits,Broad Acute Respiratory,Other Race/Ethnicity,0.13
2024-11-16,Ed Visits,Broad Acute Respiratory,Unknown Race/Ethnicity,0.095
2024-11-16,Ed Visits,Broad Acute Respiratory,White Non-Hispanic,0.10800000000000001
2024-11-16,Ed Visits,Covid-19,00_04,0.019999999999999997
2024-11-16,Ed Visits,Covid-19,05_17,0.017499999999999998
2024-11-16,Ed Visits,Covid-19,18_44,0.03
2024-11-16,Ed Visits,Covid-19,45_64,0.0425
2024-11-16,Ed Visits,Covid-19,65+,0.048
2024-11-16,Ed Visits,Covid-19,All,0.0375
2024-11-16,Ed Visits,Covid-19,Asian Non-Hispanic,0.0475
2024-11-16,Ed Visits,Covid-19,Black Non-Hispanic,0.0325
2024-11-16,Ed Visits,Covid-19,Hispanic Or Latino,0.0475
2024-11-16,Ed Visits,Covid-19,Other Race/Ethnicity,0.045
2024-11-16,Ed Visits,Covid-19,Unknown Race/Ethnicity,0.0325
2024-11-16,Ed Visits,Covid-19,White Non-Hispanic,0.04
2024-11-16,Ed Visits,Ili,00_04,0.073
2024-11-16,Ed Visits,Ili,05_17,0.045
2024-11-16,Ed Visits,Ili,18_44,0.014000000000000002
2024-11-16,Ed Visits,Ili,45_64,0.012
2024-11-16,Ed Visits,Ili,65+,0.01
2024-11-16,Ed Visits,Ili,All,0.02
2024-11-16,Ed Visits,Ili,Asian Non-Hispanic,0.016
2024-11-16,Ed Visits,Ili,Black Non-Hispanic,0.021
2024-11-16,Ed Visits,Ili,Hispanic Or Latino,0.027000000000000003
2024-11-16,Ed Visits,Ili,Other Race/Ethnicity,0.017
2024-11-16,Ed Visits,Ili,Unknown Race/Ethnicity,0.02
2024-11-16,Ed Visits,Ili,White Non-Hispanic,0.014000000000000002
2024-11-16,Ed Visits,Influenza,00_04,0.03666666666666666
2024-11-16,Ed Visits,Influenza,05_17,0.06666666666666667
2024-11-16,Ed Visits,Influenza,18_44,0.025
2024-11-16,Ed Visits,Influenza,45_64,0.015
2024-11-16,Ed Visits,Influenza,65+,0.02
2024-11-16,Ed Visits,Influenza,All,0.030000000000000002
2024-11-16,Ed Visits,Influenza,Asian Non-Hispanic,0.016666666666666666
2024-11-16,Ed Visits,Influenza,Black Non-Hispanic,0.030000000000000002
2024-11-16,Ed Visits,Influenza,Hispanic Or Latino,0.045
2024-11-16,Ed Visits,Influenza,Other Race/Ethnicity,0.025
2024-11-16,Ed Visits,Influenza,Unknown Race/Ethnicity,0.02
2024-11-16,Ed Visits,Influenza,White Non-Hispanic,0.02
2024-11-16,Ed Visits,Rsv,00_04,0.03571428571428571
2024-11-16,Ed Visits,Rsv,05_17,0.01
2024-11-16,Ed Visits,Rsv,All,0.01
2024-11-16,Ed Visits,Rsv,Asian Non-Hispanic,0.013333333333333334
2024-11-16,Ed Visits,Rsv,Black Non-Hispanic,0.01
2024-11-16,Ed Visits,Rsv,Hispanic Or Latino,0.01
2024-11-16,Ed Visits,Rsv,Other Race/Ethnicity,0.015
2024-11-16,Ed Visits,Rsv,Unknown Race/Ethnicity,0.01
2024-11-16,Ed Visits,Rsv,White Non-Hispanic,0.01
2024-11-16,Outpatient Visits,Ili,All,0.027000000000000003
2024-11-23,Admissions,Broad Acute Respiratory,00_04,0.145
2024-11-23,Admissions,Broad Acute Respiratory,05_17,0.225
2024-11-23,Admissions,Broad Acute Respiratory,18_44,0.08833333333333333
2024-11-23,Admissions,Broad Acute Respiratory,45_64,0.18500000000000003
2024-11-23,Admissions,Broad Acute Respiratory,65+,0.23500000000000001
2024-11-23,Admissions,Broad Acute Respiratory,Age Unknown,1.0
2024-11-23,Admissions,Broad Acute Respiratory,All,0.17333333333333334
2024-11-23,Admissions,Broad Acute Respiratory,Asian Non-Hispanic,0.16
2024-11-23,Admissions,Broad Acute Respiratory,Black Non-Hispanic,0.18500000000000003
2024-11-23,Admissions,Broad Acute Respiratory,Hispanic Or Latino,0.17500000000000002
2024-11-23,Admissions,Broad Acute Respiratory,Other Race/Ethnicity,0.17500000000000002
2024-11-23,Admissions,Broad Acute Respiratory,Unknown Race/Ethnicity,0.125
2024-11-23,Admissions,Broad Acute Respiratory,White Non-Hispanic,0.16333333333333333
2024-11-23,Admissions,Covid-19,00_04,0.01
2024-11-23,Admissions,Covid-19,05_17,0.049999999999999996
2024-11-23,Admissions,Covid-19,18_44,0.04
2024-11-23,Admissions,Covid-19,45_64,0.07250000000000001
2024-11-23,Admissions,Covid-19,65+,0.08199999999999999
2024-11-23,Admissions,Covid-19,All,0.055999999999999994
2024-11-23,Admissions,Covid-19,Asian Non-Hispanic,0.06000000000000001
2024-11-23,Admissions,Covid-19,Black Non-Hispanic,0.05
2024-11-23,Admissions,Covid-19,Hispanic Or Latino,0.09
2024-11-23,Admissions,Covid-19,Other Race/Ethnicity,0.08
2024-11-23,Admissions,Covid-19,Unknown Race/Ethnicity,0.035
2024-11-23,Admissions,Covid-19,White Non-Hispanic,0.05
2024-11-23,Admissions,Ili,00_04,0.015
2024-11-23,Admissions,Ili,05_17,0.022
2024-11-23,Admissions,Ili,18_44,0.01
2024-11-23,Admissions,Ili,45_64,0.01
2024-11-23,Admissions,Ili,65+,0.01
2024-11-23,Admissions,Ili,All,0.01
2024-11-23,Admissions,Ili,Asian Non-Hispanic,0.01
2024-11-23,Admissions,Ili,Black Non-Hispanic,0.0125
2024-11-23,Admissions,Ili,Hispanic Or Latino,0.01
2024-11-23,Admissions,Ili,Other Race/Ethnicity,0.013333333333333334
2024-11-23,Admissions,Ili,Unknown Race/Ethnicity,0.01
2024-11-23,Admissions,Ili,White Non-Hispanic,0.01
2024-11-23,Admissions,Influenza,00_04,0.03
2024-11-23,Admissions,Influenza,05_17,0.11000000000000001
2024-11-23,Admissions,Influenza,18_44,0.03
2024-11-23,Admissions,Influenza,45_64,0.02
2024-11-23,Admissions,Influenza,65+,0.025
2024-11-23,Admissions,Influenza,All,0.025
2024-11-23,Admissions,Influenza,Asian Non-Hispanic,0.013333333333333334
2024-11-23,Admissions,Influenza,Black Non-Hispanic,0.030000000000000002
2024-11-23,Admissions,Influenza,Hispanic Or Latino,0.025
2024-11-23,Admissions,Influenza,Other Race/Ethnicity,0.025
2024-11-23,Admissions,Influenza,Unknown Race/Ethnicity,0.01
2024-11-23,Admissions,Influenza,White Non-Hispanic,0.02
2024-11-23,Admissions,Rsv,00_04,0.0575
2024-11-23,Admissions,Rsv,05_17,0.013333333333333334
2024-11-23,Admissions,Rsv,45_64,0.01
2024-11-23,Admissions,Rsv,All,0.01
2024-11-23,Admissions,Rsv,Asian Non-Hispanic,0.01
2024-11-23,Admissions,Rsv,Black Non-Hispanic,0.01
2024-11-23,Admissions,Rsv,Hispanic Or Latino,0.015
2024-11-23,Admissions,Rsv,Other Race/Ethnicity,0.01
2024-11-23,Admissions,Rsv,Unknown Race/Ethnicity,0.01
2024-11-23,Admissions,Rsv,White Non-Hispanic,0.01
2024-11-23,Ed Visits,Broad Acute Respiratory,00_04,0.378
2024-11-23,Ed Visits,Broad Acute Respiratory,05_17,0.22199999999999998
2024-11-23,Ed Visits,Broad Acute Respiratory,18_44,0.092
2024-11-23,Ed Visits,Broad Acute Respiratory,45_64,0.095
2024-11-23,Ed Visits,Broad Acute Respiratory,65+,0.124
2024-11-23,Ed Visits,Broad Acute Respiratory,Age Unknown,0.1466666666666667
2024-11-23,Ed Visits,Broad Acute Respiratory,All,0.135
2024-11-23,Ed Visits,Broad Acute Respiratory,Asian Non-Hispanic,0.153
2024-11-23,Ed Visits,Broad Acute Respiratory,Black Non-Hispanic,0.136
2024-11-23,Ed Visits,Broad Acute Respiratory,Hispanic Or Latino,0.164
2024-11-23,Ed Visits,Broad Acute Respiratory,Other Race/Ethnicity,0.145
2024-11-23,Ed Visits,Broad Acute Respiratory,Unknown Race/Ethnicity,0.10200000000000001
2024-11-23,Ed Visits,Broad Acute Respiratory,White Non-Hispanic,0.119
2024-11-23,Ed Visits,Covid-19,00_04,0.02
2024-11-23,Ed Visits,Covid-19,05_17,0.0175
2024-11-23,Ed Visits,Covid-19,18_44,0.0275
2024-11-23,Ed Visits,Covid-19,45_64,0.05
2024-11-23,Ed Visits,Covid-19,65+,0.06
2024-11-23,Ed Visits,Covid-19,All,0.04
2024-11-23,Ed Visits,Covid-19,Asian Non-Hispanic,0.05600000000000001
2024-11-23,Ed Visits,Covid-19,Black Non-Hispanic,0.0325
2024-11-23,Ed Visits,Covid-19,Hispanic Or Latino,0.05
2024-11-23,Ed Visits,Covid-19,Other Race/Ethnicity,0.052500000000000005
2024-11-23,Ed Visits,Covid-19,Unknown Race/Ethnicity,0.035
2024-11-23,Ed Visits,Covid-19,White Non-Hispanic,0.045
2024-11-23,Ed Visits,Ili,00_04,0.073
2024-11-23,Ed Visits,Ili,05_17,0.05
2024-11-23,Ed Visits,Ili,18_44,0.015
2024-11-23,Ed Visits,Ili,45_64,0.011
2024-11-23,Ed Visits,Ili,65+,0.01125
2024-11-23,Ed Visits,Ili,All,0.022
2024-11-23,Ed Visits,Ili,Asian Non-Hispanic,0.023
2024-11-23,Ed Visits,Ili,Black Non-Hispanic,0.023
2024-11-23,Ed Visits,Ili,Hispanic Or Latino,0.03
2024-11-23,Ed Visits,Ili,Other Race/Ethnicity,0.025
2024-11-23,Ed Visits,Ili,Unknown Race/Ethnicity,0.02
