mmwr_week,week,week_start,week_end,season,data_source,essence_category,respiratory_category,visit_type,demographic_category,demographic_group,percent,current_week_ending
202452,52,2024-12-22,2024-12-28,2024-2025,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,05_17,0.01,2024-12-28
202452,52,2024-12-22,2024-12-28,2024-2025,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,05_17,0.34,2024-12-28
202452,52,2024-12-22,2024-12-28,2024-2025,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Age Group,05_17,0.01,2024-12-28
202452,52,2024-12-22,2024-12-28,2024-2025,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,05_17,0.02,2024-12-28
202452,52,2024-12-22,2024-12-28,2024-2025,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Age Group,05_17,0.09,2024-12-28
202452,52,2024-12-22,2024-12-28,2024-2025,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.02,2024-12-28
202448,48,2024-11-24,2024-11-30,2024-2025,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.17,2024-11-30
202450,50,2024-12-08,2024-12-14,2024-2025,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,00_04,0.01,2024-12-14
202449,49,2024-12-01,2024-12-07,2024-2025,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Hispanic Or Latino,0.01,2024-12-07
202450,50,2024-12-08,2024-12-14,2024-2025,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Age Group,00_04,0.07,2024-12-14
202440,40,2024-09-29,2024-10-05,2024-2025,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,00_04,0.01,2024-10-05
202501,1,2024-12-29,2025-01-04,2024-2025,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.03,2025-01-04
202448,48,2024-11-24,2024-11-30,2024-2025,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,00_04,0.01,2024-11-30
202501,1,2024-12-29,2025-01-04,2024-2025,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,Age Unknown,0.29,2025-01-04
202440,40,2024-09-29,2024-10-05,2024-2025,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.12,2024-10-05
202501,1,2024-12-29,2025-01-04,2024-2025,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.02,2025-01-04
202501,1,2024-12-29,2025-01-04,2024-2025,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.02,2025-01-04
202501,1,2024-12-29,2025-01-04,2024-2025,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,Age Unknown,0.5,2025-01-04
202448,48,2024-11-24,2024-11-30,2024-2025,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Age Group,00_04,0.05,2024-11-30
202440,40,2024-09-29,2024-10-05,2024-2025,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,White Non-Hispanic,0.01,2024-10-05
202452,52,2024-12-22,2024-12-28,2024-2025,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.02,2024-12-28
202449,49,2024-12-01,2024-12-07,2024-2025,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Black Non-Hispanic,0.01,2024-12-07
202449,49,2024-12-01,2024-12-07,2024-2025,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Hispanic Or Latino,0.01,2024-12-07
202450,50,2024-12-08,2024-12-14,2024-2025,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,00_04,0.01,2024-12-14
202501,1,2024-12-29,2025-01-04,2024-2025,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-01-04
202448,48,2024-11-24,2024-11-30,2024-2025,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,White Non-Hispanic,0.01,2024-11-30
202448,48,2024-11-24,2024-11-30,2024-2025,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,White Non-Hispanic,0.01,2024-11-30
202441,41,2024-10-06,2024-10-12,2024-2025,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.09,2024-10-12
202449,49,2024-12-01,2024-12-07,2024-2025,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Race/Ethnicity,Hispanic Or Latino,0.01,2024-12-07
202449,49,2024-12-01,2024-12-07,2024-2025,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Race/Ethnicity,Hispanic Or Latino,0.01,2024-12-07
202501,1,2024-12-29,2025-01-04,2024-2025,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-01-04
202441,41,2024-10-06,2024-10-12,2024-2025,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.01,2024-10-12
202502,2,2025-01-05,2025-01-11,2024-2025,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,00_04,0.01,2025-01-11
202451,51,2024-12-15,2024-12-21,2024-2025,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.02,2024-12-21
202502,2,2025-01-05,2025-01-11,2024-2025,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Age Group,00_04,0.05,2025-01-11
202450,50,2024-12-08,2024-12-14,2024-2025,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.16,2024-12-14
202502,2,2025-01-05,2025-01-11,2024-2025,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-01-11
202445,45,2024-11-03,2024-11-09,2024-2025,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.11,2024-11-09
202451,51,2024-12-15,2024-12-21,2024-2025,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.01,2024-12-21
202441,41,2024-10-06,2024-10-12,2024-2025,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,White Non-Hispanic,0.01,2024-10-12
202445,45,2024-11-03,2024-11-09,2024-2025,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.01,2024-11-09
202447,47,2024-11-17,2024-11-23,2024-2025,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2024-11-23
202440,40,2024-09-29,2024-10-05,2024-2025,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,White Non-Hispanic,0.12,2024-10-05
202444,44,2024-10-27,2024-11-02,2024-2025,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Hispanic Or Latino,0.12,2024-11-02
202502,2,2025-01-05,2025-01-11,2024-2025,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,05_17,0.01,2025-01-11
202445,45,2024-11-03,2024-11-09,2024-2025,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.02,2024-11-09
202441,41,2024-10-06,2024-10-12,2024-2025,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Hispanic Or Latino,0.12,2024-10-12
202445,45,2024-11-03,2024-11-09,2024-2025,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,65+,0.01,2024-11-09
202502,2,2025-01-05,2025-01-11,2024-2025,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.02,2025-01-11
202449,49,2024-12-01,2024-12-07,2024-2025,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.17,2024-12-07
202502,2,2025-01-05,2025-01-11,2024-2025,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-01-11
202502,2,2025-01-05,2025-01-11,2024-2025,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Age Group,05_17,0.03,2025-01-11
202451,51,2024-12-15,2024-12-21,2024-2025,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.03,2024-12-21
202502,2,2025-01-05,2025-01-11,2024-2025,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.04,2025-01-11
202451,51,2024-12-15,2024-12-21,2024-2025,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.01,2024-12-21
202502,2,2025-01-05,2025-01-11,2024-2025,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,05_17,0.01,2025-01-11
202441,41,2024-10-06,2024-10-12,2024-2025,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.07,2024-10-12
202445,45,2024-11-03,2024-11-09,2024-2025,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.1,2024-11-09
202345,45,2023-11-05,2023-11-11,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,65+,0.01,2024-11-09
202126,26,2021-06-27,2021-07-03,2020-2021,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,18_44,0.01,2025-06-28
202245,45,2022-11-06,2022-11-12,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,All,All,0.02,2024-11-09
202246,46,2022-11-13,2022-11-19,2022-2023,Essence,Influenza-Like Illness,Ili,Admissions,All,All,0.01,2024-11-16
202244,44,2022-10-30,2022-11-05,2022-2023,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.02,2024-11-02
202302,2,2023-01-08,2023-01-14,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.01,2025-01-11
201611,11,2016-03-13,2016-03-19,2015-2016,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2025-03-15
201909,9,2019-02-24,2019-03-02,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.13,2025-03-01
202031,31,2020-07-26,2020-08-01,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.09,2025-08-02
202436,36,2024-09-01,2024-09-07,2023-2024,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-09-06
201749,49,2017-12-03,2017-12-09,2017-2018,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.01,2024-12-07
202250,50,2022-12-11,2022-12-17,2022-2023,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,05_17,0.01,2024-12-14
202135,35,2021-08-29,2021-09-04,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,18_44,0.08,2025-08-30
202350,50,2023-12-10,2023-12-16,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,18_44,0.08,2024-12-14
202422,22,2024-05-26,2024-06-01,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-05-31
202421,21,2024-05-19,2024-05-25,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Black Non-Hispanic,0.01,2025-05-24
201616,16,2016-04-17,2016-04-23,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,All,All,0.06,2025-04-19
202240,40,2022-10-02,2022-10-08,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.42,2024-10-05
201841,41,2018-10-07,2018-10-13,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.32,2024-10-12
201839,39,2018-09-23,2018-09-29,2017-2018,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.09,2025-09-27
202317,17,2023-04-23,2023-04-29,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-04-26
202321,21,2023-05-21,2023-05-27,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-05-24
201918,18,2019-04-28,2019-05-04,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,00_04,0.08,2025-05-03
201613,13,2016-03-27,2016-04-02,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.08,2025-03-29
201552,52,2015-12-27,2016-01-02,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.03,2024-12-28
201643,43,2016-10-23,2016-10-29,2016-2017,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.03,2024-10-26
202310,10,2023-03-05,2023-03-11,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2025-03-08
202439,39,2024-09-22,2024-09-28,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,65+,0.17,2025-09-27
202406,6,2024-02-04,2024-02-10,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,45_64,0.01,2025-02-08
201649,49,2016-12-04,2016-12-10,2016-2017,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.14,2024-12-07
202424,24,2024-06-09,2024-06-15,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.1,2025-06-14
201629,29,2016-07-17,2016-07-23,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.02,2025-07-19
202108,8,2021-02-21,2021-02-27,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,All,All,0.07,2025-02-22
202032,32,2020-08-02,2020-08-08,2019-2020,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.01,2025-08-09
202034,34,2020-08-16,2020-08-22,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Black Non-Hispanic,0.13,2025-08-23
201646,46,2016-11-13,2016-11-19,2016-2017,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.06,2024-11-16
202027,27,2020-06-28,2020-07-04,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,White Non-Hispanic,0.02,2025-07-05
202044,44,2020-10-25,2020-10-31,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,05_17,0.05,2024-11-02
202419,19,2024-05-05,2024-05-11,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.13,2025-05-10
202033,33,2020-08-09,2020-08-15,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,18_44,0.01,2025-08-16
202306,6,2023-02-05,2023-02-11,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2025-02-08
202432,32,2024-08-04,2024-08-10,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.03,2025-08-09
202125,25,2021-06-20,2021-06-26,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.09,2025-06-21
201817,17,2018-04-22,2018-04-28,2017-2018,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.1,2025-04-26
202035,35,2020-08-23,2020-08-29,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.06,2025-08-30
202335,35,2023-08-27,2023-09-02,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2025-08-30
202022,22,2020-05-24,2020-05-30,2019-2020,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.02,2025-05-31
202140,40,2021-10-03,2021-10-09,2021-2022,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Age Group,00_04,0.01,2024-10-05
202207,7,2022-02-13,2022-02-19,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2025-02-15
201806,6,2018-02-04,2018-02-10,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.09,2025-02-08
202001,1,2019-12-29,2020-01-04,2019-2020,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-01-04
202218,18,2022-05-01,2022-05-07,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,45_64,0.14,2025-05-03
201744,44,2017-10-29,2017-11-04,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,All,All,0.02,2024-11-02
202301,1,2023-01-01,2023-01-07,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2025-01-04
202343,43,2023-10-22,2023-10-28,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,05_17,0.01,2024-10-26
202047,47,2020-11-15,2020-11-21,2020-2021,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,65+,0.01,2024-11-23
201943,43,2019-10-20,2019-10-26,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.06,2024-10-26
201542,42,2015-10-18,2015-10-24,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,Age Unknown,0.03,2024-10-19
202108,8,2021-02-21,2021-02-27,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.07,2025-02-22
202206,6,2022-02-06,2022-02-12,2021-2022,Essence,Influenza-Like Illness,Ili,Ed Visits,All,All,0.01,2025-02-08
201822,22,2018-05-27,2018-06-02,2017-2018,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.12,2025-05-31
202339,39,2023-09-24,2023-09-30,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.08,2025-09-27
201635,35,2016-08-28,2016-09-03,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.01,2025-08-30
202420,20,2024-05-12,2024-05-18,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,All,All,0.1,2025-05-17
201629,29,2016-07-17,2016-07-23,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,05_17,0.07,2025-07-19
202346,46,2023-11-12,2023-11-18,2023-2024,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,All,All,0.01,2024-11-16
202352,52,2023-12-24,2023-12-30,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.49,2024-12-28
201549,49,2015-12-06,2015-12-12,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.02,2024-12-07
201652,52,2016-12-25,2016-12-31,2016-2017,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.12,2024-12-28
202152,52,2021-12-26,2022-01-01,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.5,2024-12-28
202301,1,2023-01-01,2023-01-07,2022-2023,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-01-04
202433,33,2024-08-11,2024-08-17,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.01,2025-08-16
202248,48,2022-11-27,2022-12-03,2022-2023,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,All,All,0.07,2024-11-30
202424,24,2024-06-09,2024-06-15,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.1,2025-06-14
201822,22,2018-05-27,2018-06-02,2017-2018,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,All,All,0.08,2025-05-31
202124,24,2021-06-13,2021-06-19,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,05_17,0.11,2025-06-14
201947,47,2019-11-17,2019-11-23,2019-2020,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.02,2024-11-23
202337,37,2023-09-10,2023-09-16,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,45_64,0.07,2025-09-13
201836,36,2018-09-02,2018-09-08,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.01,2025-09-06
202143,43,2021-10-24,2021-10-30,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.12,2024-10-26
201747,47,2017-11-19,2017-11-25,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,05_17,0.04,2024-11-23
201707,7,2017-02-12,2017-02-18,2016-2017,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.02,2025-02-15
201843,43,2018-10-21,2018-10-27,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.02,2024-10-26
202337,37,2023-09-10,2023-09-16,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,45_64,0.01,2025-09-13
202346,46,2023-11-12,2023-11-18,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Black Non-Hispanic,0.17,2024-11-16
202252,52,2022-12-25,2022-12-31,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Black Non-Hispanic,0.05,2024-12-28
202002,2,2020-01-05,2020-01-11,2019-2020,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.04,2025-01-11
202339,39,2023-09-24,2023-09-30,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2025-09-27
202019,19,2020-05-03,2020-05-09,2019-2020,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.01,2025-05-10
202351,51,2023-12-17,2023-12-23,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,65+,0.06,2024-12-21
201649,49,2016-12-04,2016-12-10,2016-2017,Essence,Influenza-Like Illness,Ili,Ed Visits,All,All,0.02,2024-12-07
202130,30,2021-07-25,2021-07-31,2020-2021,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.01,2025-07-26
201938,38,2019-09-15,2019-09-21,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,45_64,0.01,2025-09-20
202413,13,2024-03-24,2024-03-30,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.41,2025-03-29
202229,29,2022-07-17,2022-07-23,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,45_64,0.15,2025-07-19
